datetime,text
2021-07-05 12:01:00+00:00,"CBDT grants further relaxation in electronic filing of Income Tax   Forms 15CA/15CB. Electronic filing of Income Tax Forms 15CA/15CB on the portal incometax.gov.in,  has now been decided to extend the aforesaid date further to 15th July, 2021.  👇"
2021-07-05 12:14:00+00:00,"CBDT grants further relaxation in electronic filing of Income Tax Forms 15CA and 15CB and extends the date of filing from June 30 to July 15, 2021."
2021-07-05 12:28:00+00:00,In Orissa the petrol is costing more than RS 100 per LTR with slow gradual increment of 20-30 paisa daily.If it goes this way by  2024 it will be RS 500 when people affording petrol will be considered rich & added to income tax net @kanak_news @otvnews @DharitriLive1 @CNNnews18
2021-07-05 13:37:00+00:00,"I want to open a current account for white label ATM, where sec 194N of income tax is exempted.  But my home branch manager request to bring Non-personal PAN otherwise such account attract 194N.  @TheOfficialSBI Can you please guide in which code account will be opened  Cc @RBI"
2021-07-05 13:50:00+00:00,"Economists lay emphasis on savings . National Savings is the only reliable source for investments Behbood scheme is for senior citizens ,widows & Shuhada's families Why the govt should tax those poors who saved some money to live on its profit having no source of income"
2021-07-05 14:17:00+00:00,@Infosys @IncomeTaxIndia Lot of errors  while filling the data in the income tax website. Please allocate the forum or FAQ to help the stakeholders and users.
2021-07-05 15:06:00+00:00,If corporate used Law loopholes what is wrong in that  Firstly strong Income tax Act after that u should said this is tax evasion . Before 1994 MAT is not introduce before that there is loophole in the act
2021-07-05 16:22:00+00:00,"(1).Special status, (2).State loss budget 16,000 Crores Rupees, (3).Capital Amaravathi funds, (4).Polavaram project funds, (5).Rayalaseema back ward package funds, (6).Humare Uttarandhra back ward package funds, (7).Humare Visakhapatnam Railway zone be urgently chahiye zee."
2021-07-05 16:59:00+00:00,How many times IT site required to enter OTP for verification of return filed? Such a pathetic exercise without any outcome... Huh ! @nsitharaman @IncomeTaxIndia @Infosys @Anurag_Office @PMOIndia @rashtrapatibhvn #incometaxnewportal #ITR #incometax
2021-07-05 17:20:00+00:00,"Yes, you are right. Your party and Manmohan Singh are responsible for high prices because you shamelessly issued oil bonds to the oil companies for the subsidies provided by you."
2021-07-06 00:06:00+00:00,Contact us: 9941269019 Visit: https://www.phoenixtax.in #tradelicence #trademark #tradelicenseregistration #taxconsultantsinchennai #chennaitaxconsultant #chennaitaxagents #businessowners #businessman #income #incometax #incometaxfiling #incometaxfilingindia #incometaxindia
2021-07-06 00:46:00+00:00,Indian economy is structured to face adversity as is Indian culture. The agro economy has been the sustainer. The over employment in the sector the farm agitation won't dent . We continue to fight. The imbalance in trade and no compete Indian mfr.thanks oil prices
2021-07-06 01:25:00+00:00,"Just you pay Rs.2,00,000/ annum for 12years you get 1 cr with 100% income tax free. More details contact me 8072815259"
2021-07-06 01:49:00+00:00,Income tax portal with so much glitches was released and no one held accountable; happens in our country; over that a new committee;  @nsitharaman @FinMinIndia @narendramodi @GoI_MeitY @DIPPGOI
2021-07-06 01:59:00+00:00,Horrible experience of using current portal people who got new pan cards their data is not appearing after registering on income tax portal @Infosys @IncomeTaxIndia @FinMinIndia
2021-07-06 02:31:00+00:00,NN deserves a larger platform in Indian governance. If coming period endows the feather cap of 'A Minister of Science & Technology' ... he won't fail and falter. The current annual budget for this ministry is approx.15 thousand crore. NN can do wonders with this budget.
2021-07-06 04:58:00+00:00,"Request @narendramodi to set up a committee under @FinMinIndia and make all these portal fully working, error free and ease in use by next 2 months  MCA GSTN Income Tax   Take 50% member of committee from ICAI  @nsitharaman @NandanNilekani"
2021-07-06 05:32:00+00:00,I need to give itr v urgent in bank for a loan but new income tax portal so pathetic i try 5 time to verify return through adhar otp but something went wrong..@nsitharamanoffc @IncomeTaxIndia @Infosys
2021-07-06 05:51:00+00:00,Do something for income tax site otherwise koi return nhi bharega...@nsitharamanoffc @ANI @IncomeTaxIndia
2021-07-06 06:27:00+00:00,What do you think about the new rule?   It will surely help a lot of people in need.  #tax #income #gratia #Covid19India #ministryoffinance #Houzag #houzaginfraservices #realestate #realestateinvesting #propertymanagement #hyderabadmicromarkets #India #realty
2021-07-06 07:03:00+00:00,#WhatTheHell is New Income Tax Portal.  Present govt is unable to handle Income tax portal same in #GST portal with #InfosysFailed. 100℅ FAILURE #Support this Trend by Re-Tweeting
2021-07-06 08:20:00+00:00,#FTAP #Webinar on #IncomeTax : Register in advance for this meeting: https://us02web.zoom.us/meeting/register/tZ0pd-ysrDMtE9LoMW59BR8kLE5m3iXoISeD @DoctorGST
2021-07-06 10:04:00+00:00,@IncomeTaxIndia can you please available Form 10A on new income tax portal? Or there any other way for that?
2021-07-06 10:42:00+00:00,"Is it correct?Every year and each month e faced election ,then there will be no action by the CBI OR ED OR INCOME TAX RAID? WHAT A WONDERFUL REACTION."
2021-07-06 14:03:00+00:00,"CBI, ED, NIA & Income Tax before 2014.  Corrected Text !!"
2021-07-06 14:10:00+00:00,"@nsitharaman Mam, CGST, SGST, IGST, CESS, ADD CESS, TCS, TDS, HOLDING TAX, ROAD TAX, PROFESSIONAL TAX, AGRICULTURE TAX, WATER TAX, INCOME TAX, EDUCATION CESS... But no Tax on Breath.. What a great relaxation#easy of doing business in india"
2021-07-06 14:30:00+00:00,"The Gross GST revenue collected in the month of june 2021 is ₹92, 849 Cr CGST - ₹16, 424Cr SGST - ₹20, 397Cr IGST  -  ₹49, 079Cr Cess -   ₹ 6,994 Cr. 2% growth compared to same month last year..  #IndianEconomy .."
2021-07-06 14:48:00+00:00,"Nicely put accross in four tweets.   Wondering why opposition is silent. Let the issue be raised in parliament.  Taxpayers are really facing lot of problem in access of portals like Income Tax, GST & MCA."
